1490.0,1.0
1477.0,1.0
1456.0,1.0
1446.0,1.0
1425.0,1.0
1403.0,1.0
1381.0,1.0
1378.0,1.0
1373.0,1.0
1361.0,1.0
1356.0,1.0
1341.0,1.0
1331.0,1.0
1328.0,1.0
1323.0,1.0
1321.0,1.0
1317.0,1.0
1313.0,1.0
1312.0,1.0
1307.0,0.5
1305.0,1.0
1304.0,1.0
1303.0,1.0
1294.0,1.0
1291.0,1.0
1289.0,1.0
1283.0,0.75
1281.0,1.0
1280.0,1.0
1279.0,1.0
1275.0,1.0
1274.0,1.0
1273.0,1.0
1269.0,1.0
1267.0,1.0
1264.0,0.8333333333333334
1261.0,1.0
1260.0,1.0
1257.0,1.0
1253.0,1.0
1252.0,1.0
1249.0,1.0
1247.0,1.0
1244.0,1.0
1243.0,1.0
1242.0,1.0
1239.0,1.0
1238.0,1.0
1237.0,1.0
1236.0,1.0
1234.0,1.0
1233.0,1.0
1231.0,1.0
1230.0,1.0
1228.0,1.0
1226.0,1.0
1224.0,1.0
1223.0,1.0
1221.0,1.0
1219.0,0.5
1218.0,1.0
1216.0,1.0
1214.0,1.0
1213.0,1.0
1212.0,1.0
1211.0,0.5
1210.0,1.0
1209.0,1.0
1208.0,1.0
1207.0,1.0
1206.0,1.0
1205.0,1.0
1204.0,1.0
1203.0,1.0
1202.0,1.0
1201.0,1.0
1200.0,1.0
1199.0,0.8333333333333334
1198.0,1.0
1196.0,0.5
1195.0,1.0
1194.0,0.5
1193.0,1.0
1192.0,1.0
1191.0,1.0
1188.0,1.0
1186.0,1.0
1184.0,1.0
1182.0,1.0
1181.0,1.0
1180.0,1.0
1179.0,1.0
1178.0,1.0
1177.0,1.0
1175.0,1.0
1174.0,1.0
1173.0,0.0
1171.0,1.0
1169.0,1.0
1168.0,1.0
1167.0,1.0
1166.0,1.0
1164.0,0.9
1163.0,1.0
1162.0,1.0
1161.0,1.0
1160.0,1.0
1157.0,1.0
1156.0,0.5
1155.0,1.0
1154.0,0.8333333333333334
1153.0,1.0
1152.0,1.0
1151.0,1.0
1150.0,1.0
1149.0,1.0
1148.0,1.0
1147.0,0.75
1146.0,1.0
1145.0,1.0
1144.0,1.0
1141.0,1.0
1140.0,1.0
1139.0,1.0
1138.0,1.0
1137.0,1.0
1136.0,1.0
1135.0,1.0
1134.0,1.0
1133.0,1.0
1132.0,1.0
1131.0,1.0
1130.0,1.0
1129.0,1.0
1128.0,1.0
1127.0,1.0
1126.0,1.0
1125.0,1.0
1122.0,0.875
1121.0,1.0
1120.0,1.0
1119.0,1.0
1116.0,1.0
1115.0,1.0
1114.0,1.0
1113.0,1.0
1112.0,0.0
1111.0,0.3333333333333333
1110.0,0.875
1109.0,1.0
1108.0,1.0
1107.0,1.0
1106.0,1.0
1105.0,0.5
1104.0,1.0
1103.0,1.0
1102.0,1.0
1101.0,1.0
1100.0,1.0
1099.0,1.0
1098.0,1.0
1097.0,1.0
1095.0,1.0
1094.0,1.0
1093.0,1.0
1091.0,1.0
1090.0,0.5
1089.0,1.0
1088.0,1.0
1087.0,1.0
1086.0,1.0
1085.0,1.0
1084.0,1.0
1083.0,1.0
1082.0,1.0
1081.0,1.0
1080.0,1.0
1079.0,0.875
1078.0,0.875
1077.0,1.0
1076.0,1.0
1075.0,0.9166666666666666
1074.0,1.0
1073.0,1.0
1071.0,1.0
1069.0,1.0
1068.0,1.0
1067.0,1.0
1066.0,1.0
1065.0,1.0
1064.0,1.0
1062.0,1.0
1061.0,0.875
1060.0,1.0
1059.0,1.0
1058.0,0.8333333333333334
1057.0,1.0
1056.0,1.0
1054.0,1.0
1053.0,1.0
1052.0,1.0
1051.0,1.0
1050.0,1.0
1049.0,1.0
1048.0,1.0
1047.0,0.9166666666666666
1046.0,0.8
1045.0,1.0
1044.0,1.0
1043.0,1.0
1042.0,1.0
1041.0,1.0
1040.0,1.0
1039.0,1.0
1038.0,1.0
1037.0,1.0
1036.0,1.0
1035.0,1.0
1034.0,1.0
1033.0,1.0
1032.0,1.0
1030.0,1.0
1029.0,1.0
1028.0,1.0
1027.0,1.0
1026.0,1.0
1025.0,1.0
1024.0,1.0
1023.0,1.0
1022.0,1.0
1021.0,1.0
1020.0,0.5
1019.0,1.0
1018.0,1.0
1017.0,0.9285714285714286
1016.0,1.0
1015.0,1.0
1014.0,1.0
1013.0,1.0
1012.0,0.9375
1010.0,1.0
1009.0,1.0
1008.0,1.0
1007.0,1.0
1006.0,1.0
1005.0,0.8333333333333334
1004.0,1.0
1003.0,0.875
1002.0,1.0
1001.0,1.0
1000.0,1.0
999.0,1.0
998.0,1.0
997.0,1.0
996.0,1.0
995.0,1.0
994.0,1.0
993.0,1.0
992.0,1.0
991.0,1.0
990.0,1.0
989.0,1.0
988.0,1.0
987.0,1.0
986.0,1.0
985.0,1.0
984.0,1.0
983.0,0.9285714285714286
982.0,1.0
981.0,1.0
980.0,1.0
979.0,1.0
978.0,0.9
977.0,1.0
976.0,1.0
975.0,0.875
974.0,1.0
973.0,1.0
972.0,1.0
971.0,1.0
970.0,1.0
969.0,1.0
968.0,1.0
967.0,1.0
966.0,1.0
965.0,1.0
964.0,0.8
963.0,0.875
962.0,1.0
961.0,1.0
960.0,1.0
959.0,0.75
958.0,1.0
957.0,1.0
956.0,1.0
955.0,1.0
954.0,1.0
953.0,0.9615384615384616
952.0,1.0
951.0,1.0
950.0,1.0
949.0,1.0
948.0,1.0
947.0,1.0
946.0,0.8333333333333334
945.0,0.8333333333333334
944.0,1.0
943.0,1.0
942.0,1.0
941.0,1.0
940.0,1.0
939.0,1.0
938.0,1.0
937.0,1.0
936.0,0.9090909090909091
935.0,1.0
934.0,1.0
933.0,1.0
932.0,1.0
931.0,1.0
930.0,1.0
929.0,0.9285714285714286
928.0,1.0
